504,268,0,-248,-12,-9.20191383362,168.030899048
504,268,0,-248,-12,-9.20191383362,168.030899048
508,0,0,-252,0,-8.98305416107,177.788909912
508,0,0,-252,0,-8.98305416107,177.788909912
508,4,0,-252,4,-9.08130168915,-178.191314697
508,8,0,-252,8,-9.11374473572,-175.40763855
508,12,0,-252,12,-9.1065454483,-173.30355835
508,20,0,-252,20,-9.07367420197,-169.883178711
508,32,0,-252,32,-9.02021598816,-166.42024231
508,48,0,-252,48,-8.87891387939,-163.201828003
508,68,0,-252,68,-8.7602148056,-160.217178345
508,68,0,-252,68,-8.7602148056,-160.217178345
504,148,0,-248,148,-9.06618022919,-150.285018921
504,140,0,-248,140,-9.12174510956,-151.256332397
504,168,0,-248,168,-8.90102958679,-148.336853027
504,184,0,-248,184,-8.76066112518,-146.560195923
500,204,0,-244,204,-8.93552780151,-142.258636475
500,216,0,-244,216,-8.75497055054,-140.525360107
496,228,0,-240,228,-8.76401233673,-136.700027466
492,236,0,-236,236,-8.7780046463,-133.312103271
488,240,0,-232,240,-8.79748058319,-131.326873779
480,244,0,-224,244,-8.78452014923,-128.622192383
468,248,0,-212,248,-8.7691116333,-125.387748718
456,248,0,-200,248,-8.88803863525,-123.891464233
432,252,0,-176,252,-8.75591087341,-120.011711121
404,252,0,-148,252,-8.87518692017,-117.844795227
356,252,0,-100,252,-9.0539264679,-114.833007813
316,252,0,-60,252,-9.18240451813,-111.769363403
324,252,0,-68,252,-9.14633178711,-112.587097168
260,212,0,-4,212,-11.6692171097,-104.806030273
260,232,0,-4,232,-10.8739280701,-101.896575928
260,248,0,-4,248,-9.87323093414,-98.7231521606
260,252,0,-4,252,-9.48802375793,-97.5779190063
0,84,0,0,84,-16.4749546051,-92.1371154785
0,184,0,0,184,-13.3904237747,-89.7191543579
0,248,0,0,248,-10.1233167648,-86.899055481
0,252,0,0,252,-9.65835666656,-86.450088501
0,252,0,0,252,-9.65835666656,-86.450088501
4,252,0,4,252,-9.61626625061,-71.9215393066
4,252,0,4,252,-9.61626625061,-71.9215393066
4,252,0,4,252,-9.61626625061,-71.9215393066
12,252,0,12,252,-9.23524570465,-65.6641693115
12,252,0,12,252,-9.23524570465,-65.6641693115
20,252,0,20,252,-8.97114086151,-62.3422660828
32,248,0,32,248,-9.09915351868,-59.1343421936
60,248,0,60,248,-8.75496768951,-56.1782836914
88,244,0,88,244,-8.78082561493,-53.0930633545
120,236,0,120,236,-8.92097091675,-49.7873458862
160,232,0,160,232,-8.75120162964,-46.8838844299
184,224,0,184,224,-8.80092144012,-44.5049438477
204,212,0,204,212,-8.81489562988,-41.3735618591
208,208,0,208,208,-8.81996536255,-40.5367355347
224,188,0,224,188,-8.81346130371,-36.7298736572
232,172,0,232,172,-8.7744884491,-34.1226501465
236,152,0,236,152,-8.83138275146,-31.6963710785
240,128,0,240,128,-8.77387619019,-28.5673923492
244,92,0,244,92,-8.77456283569,-24.7596435547
244,72,0,244,72,-8.92771625519,-22.7363986969
244,48,0,244,48,-9.14439964294,-19.5071258545
248,36,0,248,36,-8.86168289185,-16.4323482513
248,24,0,248,24,-9.02303028107,-13.540058136
248,12,0,248,12,-9.23675346375,-9.34839916229
248,16,0,248,16,-9.15348243713,-11.1320018768
252,0,0,252,0,-8.84648513794,-0.43996411562
252,0,0,252,0,-8.84648513794,-0.43996411562
252,260,0,252,-4,-9.00751781464,4.00944423676
252,260,0,252,-4,-9.00751781464,4.00944423676
252,268,0,252,-12,-9.06311511993,9.25446033478
252,276,0,252,-20,-9.04457378387,12.6487255096
252,284,0,252,-28,-9.01087665558,15.0565700531
252,296,0,252,-40,-8.93553733826,18.1065540314
252,316,0,252,-60,-8.81971549988,21.4789829254
252,324,0,252,-68,-8.75424671173,22.6918048859
248,384,0,248,-128,-9.11168289185,30.9080162048
248,380,0,248,-124,-9.12764358521,30.5969486237
248,408,0,248,-152,-8.93023204803,33.2345275879
248,428,0,248,-172,-8.76341342926,35.334274292
244,448,0,244,-192,-8.90059566498,39.2023086548
240,460,0,240,-204,-8.96389102936,42.1132965088
240,472,0,240,-216,-8.7972536087,43.711933136
232,484,0,232,-228,-8.84344863892,48.068145752
228,488,0,228,-232,-8.8280506134,49.5355148315
220,492,0,220,-236,-8.85935497284,51.7621040344
204,496,0,204,-240,-8.91721057892,54.6637611389
180,500,0,180,-244,-8.90898513794,57.885723114
160,504,0,160,-248,-8.7865524292,60.6399154663
108,504,0,108,-248,-8.98797607422,63.7400093079
72,508,0,72,-252,-8.87993240356,66.6632385254
44,508,0,44,-252,-8.96252822876,69.6956939697
24,508,0,24,-252,-9.05648517609,73.3194885254
12,508,0,12,-252,-9.12044811249,77.4995956421
8,508,0,8,-252,-9.18141269684,79.4809799194
4,508,0,4,-252,-9.21659946442,82.8390197754
4,508,0,4,-252,-9.21659946442,82.8390197754
0,336,0,0,-80,-15.6040258408,89.0275650024
0,408,0,0,-152,-13.7133016586,91.6819076538
0,508,0,0,-252,-9.5346326828,94.2802658081
0,508,0,0,-252,-9.5346326828,94.2802658081
0,508,0,0,-252,-9.5346326828,94.2802658081
260,508,0,-4,-252,-9.43577289581,109.040016174
260,508,0,-4,-252,-9.43577289581,109.040016174
264,508,0,-8,-252,-9.16202449799,112.78338623
264,508,0,-8,-252,-9.16202449799,112.78338623
268,508,0,-12,-252,-8.99218940735,115.037956238
280,504,0,-24,-248,-8.94717407227,119.582504272
292,500,0,-36,-244,-8.97126102448,122.384597778
320,496,0,-64,-240,-8.83329582214,125.802635193
348,492,0,-92,-236,-8.75101566315,128.101379395
388,480,0,-132,-224,-8.83965873718,131.680084229
424,472,0,-168,-216,-8.7548789978,134.465209961
448,456,0,-192,-200,-8.78266906738,137.452087402
456,452,0,-200,-196,-8.76038742065,138.350891113
472,432,0,-216,-176,-8.76872348785,141.348907471
480,412,0,-224,-156,-8.80852890015,143.999023438
488,388,0,-232,-132,-8.83083057404,146.919677734
492,356,0,-236,-100,-8.95388698578,149.912261963
496,332,0,-240,-76,-8.91223239899,153.078384399
500,316,0,-244,-60,-8.80634498596,155.948471069
500,296,0,-244,-40,-9.06093215942,158.930892944
504,284,0,-248,-28,-8.8344039917,162.63873291
504,276,0,-248,-20,-8.97678279877,164.781097412
504,268,0,-248,-12,-9.20191383362,168.030899048
504,268,0,-248,-12,-9.20191383362,168.030899048
508,0,0,-252,0,-8.98305416107,177.788909912
508,0,0,-252,0,-8.98305416107,177.788909912
508,4,0,-252,4,-9.08130168915,-178.191314697
508,8,0,-252,8,-9.11374473572,-175.40763855
508,12,0,-252,12,-9.1065454483,-173.30355835
