480,276,0,-224,-20,-10.274181366,167.739212036
488,268,0,-232,-12,-10.3487348557,171.623703003
496,264,0,-240,-8,-10.4067296982,173.060302734
504,260,0,-248,-4,-10.3115501404,176.159591675
508,4,0,-252,4,-10.6274642944,-177.072875977
508,4,0,-252,4,-10.6274642944,-177.072875977
508,4,0,-252,4,-10.6274642944,-177.072875977
504,12,0,-248,12,-11.1640701294,-171.08052063
416,12,0,-160,12,-15.5815868378,-168.145736694
368,12,0,-112,12,-18.2055778503,-165.105499268
468,20,0,-212,20,-13.2748966217,-162.090026855
492,28,0,-236,28,-12.0269804001,-159.153625488
440,24,0,-184,24,-14.5564832687,-156.180679321
412,24,0,-156,24,-15.9071178436,-153.180541992
472,40,0,-216,40,-13.140996933,-150.259048462
424,32,0,-168,32,-15.1730041504,-147.244934082
404,32,0,-148,32,-16.149564743,-144.299636841
500,76,0,-244,76,-11.6638355255,-141.301544189
460,60,0,-204,60,-13.4666872025,-138.317214966
436,56,0,-180,56,-14.3814916611,-135.352005005
508,128,0,-252,128,-10.7235546112,-131.121887207
508,140,0,-252,140,-10.5606536865,-128.590118408
508,152,0,-252,152,-10.4354743958,-125.699180603
508,164,0,-252,164,-10.2738962173,-123.624168396
500,172,0,-244,172,-10.2851819992,-119.236671448
496,176,0,-240,176,-10.3609018326,-117.098266602
488,184,0,-232,184,-10.3471832275,-113.331222534
484,188,0,-228,188,-10.3677091599,-112.131851196
476,196,0,-220,196,-10.2591190338,-107.307655334
468,200,0,-212,200,-10.2511672974,-105.20362854
464,200,0,-208,200,-10.2692346573,-103.864509583
452,204,0,-196,204,-10.2621717453,-100.7866745
436,204,0,-180,204,-10.3619632721,-97.9647369385
424,208,0,-168,208,-10.2500295639,-94.9977264404
408,208,0,-152,208,-10.2794599533,-91.671913147
388,208,0,-132,208,-10.3205833435,-87.8981933594
372,208,0,-116,208,-10.2809000015,-85.9970092773
348,204,0,-92,204,-10.4421758652,-82.8155670166
332,204,0,-76,204,-10.4027404785,-79.5061035156
320,204,0,-64,204,-10.3375425339,-77.2484207153
300,200,0,-44,200,-10.3649282455,-74.0348968506
284,200,0,-28,200,-10.2611894608,-70.6740112305
272,192,0,-16,192,-10.3107652664,-67.7444839478
0,188,0,0,188,-10.2952022552,-62.9827651978
8,180,0,8,180,-10.3959159851,-60.0178070068
20,164,0,20,164,-10.6938495636,-56.6548042297
28,164,0,28,164,-10.4786252975,-53.9792022705
40,156,0,40,156,-10.531411171,-51.2164268494
56,152,0,56,152,-10.253745079,-47.7390670776
72,140,0,72,140,-10.3747272491,-44.9233932495
88,132,0,88,132,-10.2718114853,-42.5198135376
108,112,0,108,112,-10.4200000763,-38.7767410278
112,112,0,112,112,-10.343120575,-38.5237007141
136,92,0,136,92,-10.3685178757,-34.3801498413
148,84,0,148,84,-10.3021802902,-32.5657157898
172,64,0,172,64,-10.3561601639,-29.159532547
184,56,0,184,56,-10.2959785461,-25.8819236755
196,44,0,196,44,-10.4207324982,-22.8309001923
208,36,0,208,36,-10.2720108032,-20.0468444824
220,28,0,220,28,-10.2820539474,-17.2593002319
228,20,0,228,20,-10.3141155243,-14.75710392
240,12,0,240,12,-10.384803772,-10.503282547
244,8,0,244,8,-10.4386177063,-8.50919723511
244,4,0,244,4,-10.7315292358,-5.68399858475
252,0,0,252,0,-10.5839729309,-2.69341182709
236,260,0,236,-4,-11.711183548,1.47454345226
228,264,0,228,-8,-12.3741750717,4.49054050446
236,268,0,236,-12,-12.1446580887,7.55177640915
164,268,0,164,-12,-15.6481208801,10.4509382248
212,272,0,212,-16,-13.5180702209,13.3638391495
244,280,0,244,-24,-12.0828771591,16.5059604645
216,280,0,216,-24,-13.4641885757,19.3143825531
156,276,0,156,-20,-16.2446308136,22.2412128448
212,288,0,212,-32,-13.7250442505,25.2436084747
232,300,0,232,-44,-12.8254947662,28.3839931488
80,272,0,80,-16,-20.6254749298,31.2478790283
132,284,0,132,-28,-17.2397861481,34.1759605408
156,292,0,156,-36,-16.2183265686,37.2296867371
208,316,0,208,-60,-13.6526613235,40.0998954773
156,300,0,156,-44,-15.8230733871,43.2032661438
240,356,0,240,-100,-11.949344635,46.11901474
240,368,0,240,-112,-11.8344154358,49.0979881287
252,416,0,252,-160,-10.6924943924,55.7892684937
252,416,0,252,-160,-10.6924943924,55.7892684937
252,432,0,252,-176,-10.4132089615,59.3954124451
252,440,0,252,-184,-10.2794542313,60.7862319946
248,444,0,248,-188,-10.2912120819,62.8920555115
236,452,0,236,-196,-10.2874288559,68.1164474487
232,456,0,232,-200,-10.2751951218,70.2756576538
220,460,0,220,-204,-10.3096580505,73.3749771118
216,460,0,216,-204,-10.350944519,74.615852356
208,464,0,208,-208,-10.2749195099,77.4750289917
192,464,0,192,-208,-10.35729599,80.793510437
